source_file,title,authors,year,program,adviser,keywords
title-page-implementing-lean-ux-approach-2023.pdf,TITLE PAGE IMPLEMENTING THE LEAN UX APPROACH IN THE DESIGN OF THE ENROLLMENT SYSTEM FOR THE NABUA NATIONAL HIGH SCHOOL (SENIOR HIGH SCHOOL),"Luzon, Avegail C.; Isaac, Jeanie Mae F.; Obero, Ezel Dale H.",2023,BSIS,,
web-based-registrar-s-office-2023.pdf,WEB - BASED REGISTRAR’S OFFICE TRANSACTION APPOINTMENT SYSTEM FOR CAMARINES SUR POLYTECHNIC COLLEGES: THE IMPLEMENTATION OF POST–DESIGN STAGES,Ivan Jefferson O. Calleja; Zarina Kate D. Lagatic; Kaye Angela L. Sabenorio,2023,BSIT,,
boardal-web-based-audal-boarding-house-management-2023.pdf,BOARDAL: WEB-BASED AUDAL BOARDING HOUSE MANAGEMENT SYSTEM WITH SMS NOTIFICATION VIA ITEXMO,Maria Angelica B. Arcilla; Jamil F. Sapnay; Kristine Rose L. Yapan,2023,BSIT,,
development-digital-marketplace-2023.pdf,DEVELOPMENT OF DIGITAL MARKETPLACE,Jake B. Agnas; Joebe V Castañeda; Elsie B. Dancalan,2023,BSIT,,
metasys-4-0-integrating-advance-database-2023.pdf,METaSys 4.0: INTEGRATING ADVANCE DATABASE AND USER INTERFACE FOR ENHANCE PERFORMANCE,Cristine S. Haber; Edilyn M. Jornala; Kaye E. Romero,2023,BSIT,,
title-page-medicare-web-based-medical-inventory-2023.pdf,TITLE PAGE MEDICARE: A WEB-BASED MEDICAL INVENTORY MANAGEMENT SYSTEM WITH DATA ANALYTICS,Arjay B. Bascon; Ma. Angela Janelle D.P. Fabricante; Jeremy L. Siguenza,2023,BSIT,,
stressors-coping-strategies-during-transition-senior-2024.pdf,STRESSORS AND COPING STRATEGIES DURING THE TRANSITION FROM SENIOR HIGH SCHOOL TO COLLEGE AMONG THE FIRST-YEAR MIDWIFERY STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES,"Baldon, Renz C.; Borromeo, Ruthy Shane O.; Cabañez, Marry Gly-Ann T.; Cortez, Kc-Lyn B.; Decano, Deborah Kay C.",2024,BSM,,
republic-philippines-camarines-sur-polytechnic-colleges-2024.pdf,"Republic of the Philippines CAMARINES SUR POLYTECHNIC COLLEGES Nabua, Camarines Sur COLLEGE OF HEALTH SCIENCES BALANCING ROLE PERFORMANCE: LIVED EXPERIENCES OF STUDENT MOTHERS IN THE COLLEGE OF HEALTH SCIENCES, CAMARINES SUR POLYTECHNIC COLLEGES",Jessa Mae E. Lorzano; Lyka Mae L. Nonato; Jian Nicole R. Paliza; Maria Aurora O. Pandes; Ma. Hanna C. Rabusa,2024,BSM,,
compliance-antenatal-care-services-among-pregnant-2024.pdf,"COMPLIANCE TO ANTENATAL CARE SERVICES AMONG PREGNANT WOMEN OF PERPETUAL HELP, IRIGA CITY",Lea Balares; Roxan P. Budek; Cherry Lyn T. De La Rama; Lara Joy S. Dialogo; Diana I. Ibarlin,2024,BSM,,
preferred-areas-specialization-among-level-4-2023.pdf,"PREFERRED AREAS OF SPECIALIZATION AMONG LEVEL 4 STUDENT NURSES OF CAMARINES SUR POLYTECHNIC COLLEGES, NABUA, CAMARINES SUR","Bellen, Aprille Lyn Elyza T.; Follero, Joaracita P.; Fortuno, Kenyon Wayne G.",2023,BSN,,
knowledge-practices-dengue-fever-among-residents-2024.pdf,"KNOWLEDGE AND PRACTICES ON DENGUE FEVER AMONG THE RESIDENTS OF SELECTED BARANGAYS IN NABUA, CAMARINES SUR",Trexie Harvey C. Encinares; Princess Trishia C. Ibarbia; Denillen N. Merilles; Ma. Glaiza E. San Francisco,2024,BSN,"Maria Visitacion M. Taburnal, Ph.D",
job-satisfaction-clinical-instructors-camarines-sur-2023.pdf,"JOB SATISFACTION OF CLINICAL INSTRUCTORS AT CAMARINES SUR POLYTECHNIC COLLEGES, NABUA, CAMARINES SUR",Ma. Alezandra S. Agregado; Jassy G. Clavillas; Lance Lyndel O. Limsiaco,2023,BSN,,
lived-experiences-staff-nurses-one-hospital-2023.pdf,LIVED EXPERIENCES OF STAFF NURSES IN ONE HOSPITAL OF RINCONADA DURING POSTCOVID-19 PANDEMIC,Ryan James C. Argallon; Diane Angela P. Lanuzo; Mark Jabez O. Monge,2023,BSN,,
mental-health-status-bachelor-science-nursing-2023.pdf,MENTAL HEALTH STATUS OF THE BACHELOR OF SCIENCE IN NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES,Ma. Rafaela Andrea M. Besinio; Diana Krystelle Q. Bregala; Anke Hessen E. Haber,2023,BSN,,
saving-lives-firsthand-experiences-student-nurses-2023.pdf,SAVING LIVES: FIRSTHAND EXPERIENCES OF STUDENT NURSES OF CAMARINES SUR POLYTECHNIC COLLEGES,"Cañeso, Heizel Mae O.; Caudilla, Edwin Andrie B.; Navarra, Angielyn B.",2023,BSN,,
impact-stress-academic-performance-bachelor-science-2023.pdf,IMPACT OF STRESS ON THE ACADEMIC PERFORMANCE OF THE BACHELOR OF SCIENCE IN NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES,Cedrick Espinosa; Erica Mae R. Ngo; Ma. Jen V. Reyes,2023,BSN,,
impact-increase-enrollment-nursing-program-camarines-2023.pdf,"IMPACT OF THE INCREASE IN ENROLLMENT IN THE NURSING PROGRAM AT CAMARINES SUR POLYTECHNIC COLLEGES, NABUA, CAMARINES SUR",Marianella Trixie S. Bermal; Erica A. Brazal; Seth Amiel Mota,2023,BSN,,
readiness-new-nursing-graduates-camarines-sur-2023.pdf,READINESS OF NEW NURSING GRADUATES FROM CAMARINES SUR POLYTECHNIC COLLEGES IN TRANSITIONING TOWARDS BEGINNING NURSE,"Dalanon, Allen Rafael E.; Lozano, Kate P.; Peñaflorida, Rae Isabelle R.",2023,BSN,"Eden Q. Paniterce, Man",
challenges-experienced-teenage-parents-selected-barangays-2023.pdf,"CHALLENGES EXPERIENCED BY TEENAGE PARENTS IN SELECTED BARANGAYS OF BAAO, CAMARINES SUR",Dianne S. Ibarondo; Kim Archie M. Mata; Jhon Anton B. Samaco Ii,2023,BSN,"Naneth O. Oida, M.A.N.",
readiness-performing-beginning-nurses-roles-among-2023.pdf,READINESS IN PERFORMING BEGINNING NURSES’ ROLES AMONG LEVEL IV NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES,Shana Yuri R. Arnante; Clarence M. Catimbang; Abegail B. Moreno,2023,BSN,,
skills-development-level-iii-nursing-students-2023.pdf,"SKILLS DEVELOPMENT OF LEVEL III NURSING STUDENTS IN NCM 103 OF CAMARINES SUR POLYTECHNIC COLLEGES, NABUA, CAMARINES SUR","Amador, Yvana Maripaz V.; Ignao, Jobea Samantha C .; Namoro, John Lloyd C.",2023,BSN,,
challenges-encountered-nursing-students-camarines-sur-2023.pdf,CHALLENGES ENCOUNTERED BY NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES IN THEIR RELATED LEARNING EXPERIENCE,"Capistrano, John Edward F.; Lanzon, Marjun J.; Velitario, Nicole Kyle B.",2023,BSN,,
characterizing-clinical-instructors-basis-effective-clinical-2023.pdf,CHARACTERIZING CLINICAL INSTRUCTORS : BASIS FOR AN EFFECTIVE CLINICAL TEACHING-LEARNING EXPERIENCES OF NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES,Hajellah S. Ampaso; Lance Christian H. Lagatic; Jewel D. Lanuzo; April Ann C. Rojero,2023,BSN,"Eden Q. Paniterce, M.A.N.",
utilization-sambong-lagundi-treatment-common-ailments-2023.pdf,"UTILIZATION OF SAMBONG AND LAGUNDI AS TREATMENT FOR COMMON AILMENTS AMONG RESIDENTS OF BARANGAY CARANDAY, BAAO, CAMARINES SUR",Andrea Roxanne A. Beltran; Phonne Mae P. Dee; Tricia Kaye P. Iblan,2023,BSN,"Naneth O. Oida, M.A.N.",
associated-risk-factors-prevalence-type-2-2023.pdf,"ASSOCIATED RISK FACTORS AND PREVALENCE OF TYPE 2 DIABETES MELLITUS AMONG THE CONSTITUENTS IN POBLACION BARANGAYS OF BATO, CAMARINES SUR",Sara Mae Soliva Pandes; Julia Alyssa Pili Sanchez; Florence Suzanne Cuadro Tataro; Jakel Uziah Tanay Tino,2023,BSN,"Naneth O. Oida, M.A.N.",
healthcare-ethics-related-learning-experience-student-2023.pdf,"HEALTHCARE ETHICS IN RELATED LEARNING EXPERIENCE OF STUDENT NURSES OF CAMARINES SUR POLYTECHNIC COLLEGES, NABUA, CAMARINES SUR",Maria Angelica P. Pega; Ma. Shiela O. Tañamor; Elijah Belle B. Tercenio,2023,BSN,,
modern-family-planning-method-utilization-among-2023.pdf,"MODERN FAMILY PLANNING METHOD UTILIZATION AMONG WOMEN OF REPRODUCTIVE AGE OF LA PURISIMA, NABUA, CAMARINES SUR",Nhaeca Jella P. Beldad; Clarisse P. Santelices; Aira Mae C. Suñaz,2023,BSN,"Eden Q. Paniterce, M.A.N.",
perception-unvaccinated-senior-citizens-la-purisima-2023.pdf,"PERCEPTION OF UNVACCINATED SENIOR CITIZENS OF LA PURISIMA, NABUA, CAMARINES SUR ON COVID-19 VACCINATION",Marc Kiel Q. Martin; Erika Mae A. Priela; Afrah C. Sabe,2023,BSN,"Lea Anne Agnas-Mediado, M.A.N.",
utilization-maternal-healthcare-services-among-women-2024.pdf,"UTILIZATION OF MATERNAL HEALTHCARE SERVICES AMONG WOMEN OF REPRODUCTIVE AGE IN BARANGAY SAN RAFAEL, BUHI CAMARINES SUR",Ma. Carla B. Bolos; Veronica Marie L. Ibias; Maria C. Maguljado; Ela Joy C. Silo; Gene L. Silvano,2024,BSN,"Abigail F. Monge, M.A.N.",
assessment-dietary-habits-among-municipal-employees-2024.pdf,"ASSESSMENT ON DIETARY HABITS AMONG MUNICIPAL EMPLOYEES OF NABUA, CAMARINES SUR",Chelmher T. Bancaso; Amanda Kate B. Christy; Kyla Xereen E. Ocampo,2024,BSN,"Joyce S. Obis, M.A.N.",
impact-clinical-experiences-empathy-development-among-2024.pdf,IMPACT OF CLINICAL EXPERIENCES ON EMPATHY DEVELOPMENT AMONG STUDENT NURSES OF CAMARINES SUR POLYTECHNIC COLLEGES,Mary Joy Beraña; Regine M. Blancada; Nicole Patrish B. Jacobe; Sophia C. Medina; Riah Danise E. Roldan,2024,BSN,,
health-effects-excessive-use-mobile-gaming-2023.pdf,HEALTH EFFECTS OF EXCESSIVE USE OF MOBILE GAMING AMONG JUNIOR HIGH STUDENTS OF NABUA NATIONAL HIGH SCHOOL,Aljon S. Obis; Charizza Joy A. Ragas; Jhoanne Aice G. Regalado,2023,BSN,,
tracer-study-bachelor-science-nursing-graduates-2023.pdf,"TRACER STUDY OF THE BACHELOR OF SCIENCE IN NURSING GRADUATES OF CAMARINES SUR POLYTECHNIC COLLEGES, BATCH 2020",Winston Jay L. Hernandez; Diana L. Pasawa; Kristel Joyce D. Relos; Mia L. Sta. Cruz,2023,BSN,,
impact-re-opening-face-to-face-learning-modality-nursing-2023.pdf,"IMPACT OF RE-OPENING OF FACE-TO-FACE LEARNING MODALITY TO NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES, NABUA, CAMARINES SUR","Arcilla, Jessa Mae A.; Fabellare, Kyra Mae E.; Nieves, Florianne A.",2023,BSN,,
impact-learning-modalities-performance-nursing-students-2024.pdf,IMPACT OF LEARNING MODALITIES ON THE PERFORMANCE OF NURSING STUDENTS IN ANATOMY AND PHYSIOLOGY AT CAMARINES SUR POLYTECHNIC COLLEGES,Meryll Lou O. Ventura; Mariane B. Juanillas; Philip John R. Pequeña; Marielle L. Ramos; Shaina Joan M. Escuro; Jihan C. Clavillas,2024,BSN,,
health-practices-bsn-students-camarines-sur-2023.pdf,HEALTH PRACTICES OF BSN STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES: ITS IMPACT TO THEIR ACADEMIC PERFORMANCE,Ma. Sherlyn C. Alvaro; Gaile D. Awa; Sharmaine C. Serrato,2023,BSN,"Teresita P. Velasco, M.A.N.",
challenges-encountered-coping-strategies-student-parents-2024.pdf,CHALLENGES ENCOUNTERED AND COPING STRATEGIES OF STUDENT PARENTS IN THE COLLEGE OF HEALTH SCIENCES OF CAMARINES SUR POLYTECHNIC COLLEGES,Monica Shane V. Andayog; Sophia Faye Azul; Zhaira H. Castro; Mary France Guarnes; Cheryl Joy C. Malaya,2024,BSN,,
nursing-staff-retention-selected-private-hospitals-2024.pdf,NURSING STAFF RETENTION IN SELECTED PRIVATE HOSPITALS IN IRIGA CITY AMIDST OVERSEAS JOB OPPORTUNITIES,Aira Mae S. Murilla; Julieta R. Ramirez; Mark B. Rivera; Lovely Angel S. Seda,2024,BSN,"Wilfreda Monette B. Moran, M.A.N.",
healthcare-preferences-geriatric-population-barangay-paloyon-2023.pdf,"HEALTHCARE PREFERENCES OF THE GERIATRIC POPULATION IN BARANGAY PALOYON PROPER, NABUA, CAMARINES SUR",Ira Shiela R. Dezemo; Pauliene Kae H. Fordan; Camila Joy D. Velitario,2023,BSN,Wilfreda Monette Moran M.A.N.,
awareness-waterborne-diseases-among-residence-barangay-2023.pdf,"AWARENESS ON WATERBORNE DISEASES AMONG RESIDENCE OF BARANGAY SAN NICOLAS, NABUA, CAMARINES SUR",Baby Angel G. Barcela; Ma. Jialen C. Clavillas; Kyla Therese B. Hermoso,2023,BSN,,
challenges-encountered-first-year-nursing-students-2023.pdf,CHALLENGES ENCOUNTERED BY FIRST YEAR NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES IN TRANSITIONING FROM SENIOR HIGH SCHOOL TO COLLEGE,Mac Henricks G. Bagalacsa; Jaysan Faye P. Berces; Lemuel E. Lozano,2023,BSN,"Abigail F. Monge, M.A.N.",
parental-perceptions-covid-19-vaccines-children-barangay-2023.pdf,"PARENTAL PERCEPTIONS ON COVID-19 VACCINES FOR CHILDREN IN BARANGAY STA. ELENA BARAS, NABUA, CAMARINES SUR",Hegina Risie E. Badilla; Samantha Mea O. Espalmado; Shekinah Joy G. Layosa,2023,BSN,"Naneth O. Oida, M.A.N.",
perception-women-late-reproductive-age-towards-2023.pdf,"PERCEPTION OF WOMEN OF LATE REPRODUCTIVE AGE TOWARDS MENOPAUSE IN SAN ANTONIO POBLACION NABUA, CAMARINES SUR",Gwyneth D. Awa; Allan C. Quiaño Jr.; Marc Ian B. Tolosa,2023,BSN,"Alma L. Fucio, M.A.N.",
prevalence-risk-factors-osteoarthritis-among-adults-2023.pdf,"PREVALENCE OF RISK FACTORS FOR OSTEOARTHRITIS AMONG ADULTS OF SELECTED BARANGAYS IN NABUA, CAMARINES SUR",Jusa I. Doroteo; Michelle Andrea C. Intia; Maria Gelyn M. Oliveros,2023,BSN,"Maria Laarni M. Salcedo, Ph.D.",
influence-social-media-platforms-health-behavior-2023.pdf,"THE INFLUENCE OF SOCIAL MEDIA PLATFORMS ON HEALTH BEHAVIOR AMONG THE RESIDENTS OF BARANGAY LOURDES OLD, NABUA, CAMARINES SUR",Vince Adrian O. Figuracion; Paolo D. Luzada; John Anthony G. Marpuri,2023,BSN,,
level-competence-basic-life-support-first-2023.pdf,THE LEVEL OF COMPETENCE ON BASIC LIFE SUPPORT AND FIRST AID OF THE NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES,Ericka A. Ballester; Vivialynn Emmanuelle F. Bedural; Venus P. Bersabe,2023,BSN,,
transitioning-virtual-limited-face-to-face-its-impact-2023.pdf,TRANSITIONING FROM VIRTUAL TO LIMITED FACE-TO-FACE; ITS IMPACT TO MENTAL HEALTH OF BACHELOR OF SCIENCE IN NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES,Jaime Jr. D. Armillos; Belle Joy Maxine B. Bersabe; Rica Angela M. Servino,2023,BSN,"Raquel E. Cirujales, R.N., M.A.N.",
level-knowledge-attitude-practices-reproductive-health-2023.pdf,"LEVEL OF KNOWLEDGE, ATTITUDE AND PRACTICES ON REPRODUCTIVE HEALTH AMONG MIDDLE ADOLESCENT GIRLS IN SAN JUAN, IRIGA CITY",John Bryan B. Ramirez; Wency Ann R. Taday; Kirby Leu R. Tuazon,2023,BSN,"Alma L. Fucio Rm, M.A.N.",
impact-blended-learning-platform-licensure-examination-2023.pdf,IMPACT OF BLENDED LEARNING PLATFORM IN THE LICENSURE EXAMINATION OF BACHELOR OF SCIENCE IN NURSING GRADUATES OF CAMARINES SUR POLYTECHNIC COLLEGES,Sondra Rose D. Jardinel; Aizer Joy B. Junio; Tricia Mae S. Nueva,2023,BSN,"Leni M. Malabanan, Ph.D.N.Ed.",
awareness-healthy-productive-ageing-program-among-2023.pdf,"AWARENESS ON THE HEALTHY AND PRODUCTIVE AGEING PROGRAM AMONG THE ELDERLY POPULATION IN LA PURISIMA, NABUA, CAMARINES SUR",Dave Alexandro A. Baldemor; Tiffany Glen R. Colina; Adelaida Kaye O. Espiritu,2023,BSN,,
challenges-public-health-services-delivery-sagrada-2023.pdf,"CHALLENGES TO PUBLIC HEALTH SERVICES DELIVERY IN SAGRADA, BAAO, CAMARINES SUR",Nicole O. Galicia; Kayla O. Sumayao; Jeminah Zoe Mae E. Villar,2023,BSN,"Luzviminda A.Fajardo, M.A.N",
health-status-quality-life-among-chronically-2023.pdf,"HEALTH STATUS AND QUALITY OF LIFE AMONG CHRONICALLY ILL ELDERLIES IN SANTIAGO YOUNG, NABUA, CAMARINES SUR: AN ASSESSMENT",Ma. Sheila B. Espiritu; Jacqueline O. Recon; Janine C. Villanueva,2023,BSN,,
impact-gadgets-utilization-clinical-areas-among-2023.pdf,"IMPACT OF GADGETS UTILIZATION IN THE CLINICAL AREAS AMONG COLLEGE OF HEALTH SCIENCES STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES NABUA, CAMARINES SUR",Rosie Mae Bolofer; Ma. Erica V. Gueriña; Vinz Andrei T. Margate,2023,BSN,"Raquel E. Cirujales, M.A.N.",
level-satisfaction-learning-experiences-student-nurses-2023.pdf,"LEVEL OF SATISFACTION ON THE LEARNING EXPERIENCES OF STUDENT NURSES OF CAMARINES SUR POLYTECHNIC COLLEGES, NABUA, CAMARINES SUR",Raymart L. Alabatan; Eden R. Caritos; Jogie D. Hertez,2023,BSN,"Maria Visitacion M. Taburnal, Ph.D.",
mothers-level-satisfaction-child-health-services-2023.pdf,"MOTHERS’ LEVEL OF SATISFACTION ON THE CHILD HEALTH SERVICES IN THE RURAL HEALTH UNIT OF BAAO, CAMARINES SUR",Ella Joyce M. Agnas; Eva Marie Luz B. Brabante; Checia Ly M. Sario,2023,BSN,,
premenstrual-syndrome-effects-remedies-among-nursing-2023.pdf,"PREMENSTRUAL SYNDROME, EFFECTS AND REMEDIES AMONG NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES",May Bianca B. Chavez; Jinky Mae D. Intia; Angelica D. Señido,2023,BSN,,
nursing-students-attitude-towards-psychosocial-restorative-2023.pdf,THE NURSING STUDENTS’ ATTITUDE TOWARDS THE PSYCHOSOCIAL RESTORATIVE HEALTH OF THE PATIENTS,Key Abegail S. Bacsain; Gwyneth B. Bolalin; Gina Rose B. Cortez,2023,BSN,"Alvin Franco A. Agtarap, M.A.N.",
academic-performance-4th-year-bachelor-science-2023.pdf,ACADEMIC PERFORMANCE OF THE 4th YEAR BACHELOR OF SCIENCE IN NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES,Shawela N. Dammang; July Ann B. Quite; Crichelle A. Yamar,2023,BSN,,
health-seeking-preference-residents-barangay-iraya-buhi-2023.pdf,"HEALTH-SEEKING PREFERENCE OF THE RESIDENTS OF BARANGAY IRAYA, BUHI, CAMARINES SUR",Angela P. Ballester; Ma. Kassandra Coleen C. De Vera; Allaiza Monnique A. Isidro; Maricon E. Suñas,2023,BSN,"Grace E. Pacer, M.A.N.",
level-satisfaction-middle-managers-camarines-sur-2023.pdf,LEVEL OF SATISFACTION OF MIDDLE MANAGERS OF CAMARINES SUR POLYTECHNIC COLLEGES,Ma. Katrina Kaye C. Bueno; Eunice Joy R. Leal; Riza Cathlene P. Oliveros,2023,BSN,,
maternal-health-practices-mothers-monte-calvario-2023.pdf,"MATERNAL HEALTH PRACTICES OF MOTHERS IN MONTE CALVARIO, BUHI, CAMARINES SUR",Reshel Mae B. Cal; Maria Angela G. Fausto; Paulene Venne N. Peñaserada,2023,BSN,,
lived-experiences-mothers-lying-in-clinics-baao-2023.pdf,"LIVED EXPERIENCES OF MOTHERS IN LYING-IN CLINICS OF BAAO, CAMARINES SUR DURING ESSENTIAL INTRAPARTUM NEWBORN CARE",Nyssa Angela D. Bayos; Gillian Rose P. Bayta; Loren France R. Togores; Kristene R. Tomenio,2023,BSN,"Raquel E. Cirujales, M.A.N.",
clinical-competency-geriatric-nursing-among-level-2024.pdf,"CLINICAL COMPETENCY IN GERIATRIC NURSING AMONG THE LEVEL 3 STUDENT NURSES OF CAMARINES SUR POLYTECHNIC COLLEGES, NABUA, CAMARINES SUR","Arce, Eadgie Mae O.; Borela, Veronica June B.; Esplana, Marybeth B.; Felipe, Patricia Bianca E.; Sabas, Pauline Angeli B.",2024,BSN,,
mental-health-literacy-help-seeking-behavior-2024.pdf,"MENTAL HEALTH LITERACY AND HELP SEEKING BEHAVIOR AMONG THIRD YEAR STUDENT NURSES OF CAMARINES SUR POLYTECHNIC COLLEGES, NABUA, CAMARINES SUR",Alvin John B. Barrameda; Arabella V. Mangano; Patricia C. Manuel; Camille D. Periabras; Reymark Z. Regresado,2024,BSN,,
prevalence-self-medication-among-grade-12-students-2023.pdf,PREVALENCE OF SELF-MEDICATION AMONG GRADE 12 STUDENTS IN ONE SELECTED SENIOR HIGH SCHOOL IN IRIGA CITY,Rachel Payen Badilla; Micaella Sadueste Navales; Shea Jane Lagatic Reario,2023,BSN,,
assessment-knowledge-attitude-practices-blood-donation-2023.pdf,"ASSESSMENT OF THE KNOWLEDGE, ATTITUDE AND PRACTICES ON BLOOD DONATION AMONG NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES",Sheena Ann I. Bayta; Russel L. Ramirez; Alejandra N. Soliven,2023,BSN,"Hayres Boots S. Sabio, Ed.D.",
challenges-encountered-bachelor-science-nursing-students-2023.pdf,CHALLENGES ENCOUNTERED BY THE BACHELOR OF SCIENCE IN NURSING STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES IN CARING FOR GERIATRIC CLIENTS,Earl Joshua N. Borela; Jewel C. Brazil; Gaea Vanri S. Monge,2023,BSN,"Grace E. Pacer, M.A.N.",
level-satisfaction-bachelor-science-office-administration-2023.pdf,LEVEL OF SATISFACTION OF BACHELOR OF SCIENCE IN OFFICE ADMINISTRATION STUDENTS ON LEARNING ENVIRONMENT AT CAMARINES SUR POLYTECHNIC COLLEGES,"Bulacan, Krischelle Althea C.; Casabuena, Mervie B.; Nabor, Ma. Yna Mae P.",2023,BSOA,"Ruvelyn R. Martinez, Mbm",
level-proficiency-business-language-writing-skills-2023.pdf,"THE LEVEL OF PROFICIENCY IN BUSINESS LANGUAGE, WRITING SKILLS, AND GRAMMAR OF GRADUATING BSOA STUDENTS AT CAMARINES SUR POLYTECHNIC COLLEGES","Bricenio, Rhea Lyn B.; Llega, Kristelle; Velasco, Ma. Yna C.",2023,BSOA,,
tracer-study-bachelor-science-food-service-2023.pdf,TRACER STUDY OF BACHELOR OF SCIENCE IN FOOD SERVICE MANAGEMENT GRADUATES OF CAMARINES SUR POLYTECHNIC COLLEGES BATCHES 2019-2021,Jenny N. Lagatic; Monique P. Ramos; Edelyn B. Serrano,2023,BSOA,,
effects-covid-19-pandemic-study-habits-resiliency-2025.pdf,EFFECTS OF COVID-19 PANDEMIC TO THE STUDY HABITS AND RESILIENCY LEVEL DURING THE NEW NORMAL AMONG COLLEGE STUDENTS,"Baldoza, Angel Joy S.; Baldoza, Cristine O.; Nicolas, Edelyn Rose S.; Repato, Lyka Ann B.",2025,BSOA,"Marites A. Bermal, Mba",
onlline-learning-modalities-perceived-bachelor-science-2022.pdf,THE ONLLINE LEARNING MODALITIES AS PERCEIVED BY THE BACHELOR OF SCIENCE IN OFFICE ADMINISTRATION STUDENTS OF CAMARINES SUR POLYTECHNIC COLLEGES,"Aguila, Aira I.; Baal, Mary Grace C.; Bania, Abegail V.; Embestro, Glaiza R.; Monte, Michelle Angela M.",2022,BSOA,,
office-system-administration-municipality-nabua-camarines-2022.pdf,"OFFICE SYSTEM ADMINISTRATION IN THE MUNICIPALITY OF NABUA, CAMARINES SUR","Balbuena, Jonalyn P.; Baldoza, Jonathan G.; Gamban, Gerimae D.; Torres, Arron P.",2022,BSOA,"Jessica C. Marpuri, Mba",
stress-coping-mechanisms-among-bsoa-students-2023.pdf,STRESS COPING MECHANISMS AMONG BSOA STUDENTS IN CAMARINES SUR POLYTECHNIC COLLEGES,"Bonto, Erick Roberto B.; Delgaco, John Lester A.; Juanillas, Kaecy S.; Mimay, Samuel Ian G.",2023,BSOA,"Ma. Zandra Bonnine V. Salcedo, Lpt, Rgc, Rpm",
